rid,age,race,latino,vote12,vote16,media,partyid,income,obama.th,trump.th,biden.th
6766,69,1,2,1,1,2,2,16,0,85,50
6767,52,1,2,1,2,2,3,1,85,40,85
6768,63,1,2,1,,,2,18,0,100,0
6769,58,1,2,1,,2,2,6,15,5,10
6770,55,1,2,2,2,3,3,21,50,70,50
6771,80,1,2,1,1,1,1,5,85,0,70
6772,46,1,2,1,1,1,1,21,85,40,60
6773,77,5,2,1,1,3,2,8,0,70,0
6774,,3,1,1,1,1,3,15,100,0,100
6775,56,1,2,2,2,2,2,3,0,100,0
6776,42,6,2,1,1,2,1,13,90,0,70
6777,63,1,2,2,,2,2,1,0,100,50
6778,24,1,2,2,,1,2,,30,95,15
6779,42,1,2,1,1,2,2,9,0,100,0
6780,67,1,2,1,1,2,1,22,100,0,100
6781,78,1,2,1,,1,1,20,96,0,90
6782,65,1,2,1,,1,1,17,100,0,100
6783,25,1,2,2,,2,3,13,70,10,55
6784,24,1,2,2,1,2,1,22,100,0,85
6785,40,1,2,1,1,2,2,18,15,65,15
6786,60,3,1,1,1,3,2,10,15,0,70
6787,48,1,2,1,2,2,2,17,20,90,25
6788,32,2,2,1,1,1,1,5,100,0,100
6789,49,1,2,2,1,3,2,1,50,70,40
6790,71,1,2,1,1,1,1,5,100,0,100
6791,72,1,2,1,,,1,15,60,30,70
6792,80,6,2,1,,1,1,5,,,
6793,,1,2,1,,3,2,,30,30,15
6794,70,1,2,1,,2,3,3,85,0,85
6795,33,1,2,2,2,4,3,10,50,0,40
6796,34,3,1,2,,3,3,6,100,0,100
6797,80,2,2,1,1,2,1,6,100,0,85
6798,54,5,2,1,2,,1,2,,,
6799,53,1,2,1,1,2,2,17,0,100,0
6800,59,3,1,2,,2,3,8,80,0,70
6801,38,1,2,1,,3,3,18,50,85,15
6802,27,4,2,1,1,2,1,14,100,15,70
6803,51,1,2,1,,1,2,,20,90,15
6804,53,1,2,1,,,3,,70,0,20
6805,31,1,2,1,1,2,3,17,85,0,60
6806,31,1,2,2,,4,2,,50,85,40
6807,75,1,2,1,1,1,2,17,0,85,0
6808,72,1,2,1,,2,3,,100,0,100
6809,34,6,2,1,1,2,1,17,100,0,70
6810,40,2,2,1,,,3,22,85,0,70
6811,64,1,2,1,,1,2,20,0,,15
6812,21,1,2,2,2,1,3,8,60,60,30
6813,,1,2,2,,3,2,3,40,70,15
6814,53,2,2,1,,3,1,15,100,0,80
6815,61,3,1,2,1,2,1,,70,15,70
6816,80,1,2,1,,4,2,7,0,100,0
6817,65,2,2,1,,1,3,22,85,15,70
6818,25,1,2,2,2,,1,17,100,15,60
6819,64,1,2,1,1,2,3,16,85,0,85
6820,,1,2,1,1,2,2,13,100,0,85
6821,70,1,2,1,,3,2,11,100,0,40
6822,58,1,2,1,1,2,2,21,40,85,0
6823,67,1,2,1,1,1,1,9,100,0,85
6824,58,1,2,1,,,2,18,0,100,10
6825,65,1,2,2,,2,1,14,100,0,85
6826,76,1,2,2,,,2,5,15,100,15
6827,32,1,2,2,1,3,3,19,30,65,10
6828,45,1,2,1,1,4,2,18,0,100,0
6829,52,1,2,1,1,2,3,22,30,70,40
6830,34,5,2,2,2,3,2,1,0,100,0
6831,21,1,2,2,,,1,15,50,70,30
6832,59,1,2,1,1,2,2,1,5,85,10
6833,57,1,2,1,,2,2,4,9,10,
6834,80,1,2,1,,2,1,7,100,40,70
6835,68,2,2,1,,1,3,8,100,0,100
6836,76,1,2,1,,2,2,,0,100,0
6837,80,1,2,2,1,,2,,40,85,15
6838,62,1,2,1,,2,3,17,85,0,75
6839,75,1,2,1,1,1,3,14,100,0,85
6840,26,1,2,2,1,4,2,13,40,50,15
6841,62,1,2,1,1,1,2,10,15,100,15
6842,36,1,2,1,2,2,3,19,85,0,60
6843,40,1,2,1,,2,2,11,0,100,0
6844,42,1,2,1,2,2,3,18,100,15,60
6845,52,1,2,1,,2,2,21,30,100,0
6846,63,1,2,1,,3,1,14,100,0,100
6847,40,1,2,1,2,1,2,19,10,75,25
6848,69,1,2,2,2,1,3,4,0,100,30
6849,29,2,2,1,1,,3,7,85,15,65
6850,68,1,2,2,1,4,3,4,0,85,0
6851,,1,2,2,,,,,40,40,40
6852,72,1,2,1,1,2,2,,15,100,0
6853,40,1,2,1,1,,2,20,0,,0
6854,69,1,2,1,1,2,2,11,50,40,50
6855,62,1,2,1,,2,1,15,100,0,85
6856,56,1,2,1,1,2,3,15,100,0,100
6857,70,5,2,1,1,2,3,16,30,40,15
6858,46,4,2,2,2,2,1,19,85,50,60
6859,63,1,2,1,,1,1,22,100,0,85
6860,33,1,2,1,,2,2,17,50,75,5
6861,30,2,2,1,,2,5,10,100,0,30
6862,36,1,2,1,1,2,1,16,100,0,80
6863,48,1,2,1,,2,5,,60,0,50
6864,31,3,1,1,,3,2,20,50,100,30
6865,65,1,2,1,1,2,2,4,30,90,15
6866,57,3,1,1,,,2,11,0,100,0
6867,58,1,2,1,1,3,2,8,0,100,0
6868,31,1,2,1,1,1,3,11,40,85,30
6869,46,1,2,1,1,,1,10,85,15,60
6870,77,1,2,1,1,2,1,11,85,0,85
6871,73,3,1,1,1,2,2,6,0,100,0
6872,20,6,2,2,,3,1,11,70,0,50
6873,30,1,2,1,1,1,5,4,0,50,0
6874,80,1,2,1,,,1,5,100,0,85
6875,63,1,2,1,,2,3,19,60,0,100
6876,59,1,2,1,,2,3,22,50,60,50
6877,66,1,2,1,1,1,1,16,100,0,100
6878,80,2,2,1,1,,1,6,85,50,60
6879,37,3,1,,,3,1,,60,10,40
6880,50,1,2,2,2,3,2,1,60,70,100
6881,27,3,1,1,2,2,1,1,70,0,40
6882,23,1,2,2,,1,1,17,85,0,70
6883,30,1,2,2,2,2,1,8,90,0,60
6884,32,1,2,1,,2,3,6,80,0,60
6885,65,1,2,1,1,2,1,18,100,0,85
6886,45,4,2,2,,2,3,3,70,60,60
6887,60,1,2,1,,1,2,10,70,30,60
6888,21,2,2,2,,,3,4,60,85,40
6889,68,1,2,1,1,2,3,4,85,,85
6890,40,1,2,2,1,3,3,15,30,80,0
6891,49,2,2,1,,,1,8,100,0,85
6892,20,3,1,2,,2,1,2,90,0,75
6893,51,1,2,1,1,3,2,16,30,70,30
6894,42,1,2,2,,2,1,4,100,0,70
6895,56,2,2,1,1,2,3,1,100,0,85
6896,21,1,2,2,,1,2,17,0,100,0
6897,35,1,2,2,,2,2,14,0,100,0
6898,32,2,2,2,,4,3,2,70,85,60
6899,41,1,2,1,1,2,1,22,100,0,85
6900,20,2,2,2,,,3,2,100,50,50
6901,67,1,2,1,,1,2,6,85,15,85
6902,19,1,2,2,,2,2,19,0,85,0
6903,23,3,1,2,,2,3,1,60,0,40
6904,50,5,2,1,,2,3,11,100,70,85
6905,34,4,2,1,2,2,1,21,85,15,85
6906,35,1,2,1,2,2,3,1,50,35,35
6907,42,1,2,1,,2,2,17,15,100,0
6908,,1,2,1,,2,2,10,30,100,0
6909,28,1,2,1,1,1,2,13,36,0,35
6910,33,1,2,1,1,2,3,22,70,0,70
6911,75,1,2,2,,,2,,15,100,0
6912,41,1,2,2,2,2,5,6,85,0,70
6913,61,1,2,2,,1,3,4,85,0,70
6914,32,4,2,2,2,3,3,4,85,0,60
6915,42,1,2,1,,,1,17,70,30,50
6916,34,2,2,2,,3,2,1,15,100,50
6917,49,4,2,2,,,3,21,100,0,85
6918,64,1,2,1,1,,2,10,60,30,70
6919,38,2,2,1,,2,3,7,100,15,85
6920,65,1,2,1,1,,5,13,50,15,70
6921,36,1,2,1,,1,1,10,100,0,100
6922,66,1,2,1,1,2,3,4,30,0,60
6923,71,1,2,1,1,1,2,11,0,100,
6924,32,1,2,1,,2,1,15,85,0,70
6925,65,1,2,1,,2,3,6,0,100,0
6926,54,3,1,1,,2,2,19,0,100,0
6927,51,1,2,2,,3,3,,50,60,50
6928,38,2,2,1,,1,1,7,100,0,85
6929,,3,1,1,1,1,1,,100,0,100
6930,44,1,2,2,1,1,3,15,50,40,15
6931,60,2,2,1,,4,1,13,85,15,70
6932,46,1,2,1,,2,3,19,70,15,70
6933,72,1,2,1,1,1,3,22,60,0,85
6934,22,3,1,2,1,2,1,9,85,15,60
6935,69,1,2,1,,2,2,6,60,100,0
6936,74,1,2,1,1,1,1,19,85,0,85
6937,73,1,2,1,1,2,1,3,100,0,85
6938,77,1,2,1,,1,1,6,90,20,90
6939,73,1,2,1,1,1,1,7,100,0,100
6940,51,1,2,1,,2,1,22,85,0,75
6941,59,1,2,1,1,2,2,10,30,100,0
6942,70,1,2,2,2,1,2,7,0,90,0
6943,53,1,2,1,1,3,2,21,0,100,0
6944,75,3,1,1,1,1,1,4,70,40,60
6945,50,1,2,2,,3,2,10,0,100,0
6946,80,1,2,1,1,1,3,4,70,40,85
6947,43,3,1,1,,,2,22,70,70,30
6948,80,1,2,1,,1,1,5,100,0,100
6949,80,1,2,1,1,2,2,11,70,0,85
6950,34,4,2,2,,3,3,16,70,30,70
6951,67,1,2,1,1,1,1,,100,0,85
6952,57,3,1,1,1,3,1,20,100,0,100
6953,64,1,2,1,1,,2,20,30,70,30
6954,51,1,2,1,,1,1,14,70,0,70
6955,56,1,2,1,,3,2,19,70,15,15
6956,42,1,2,1,1,3,2,21,0,85,0
6957,,1,2,1,,2,1,14,100,0,85
6958,74,5,2,1,,3,3,20,85,0,85
6959,66,1,2,1,,1,3,5,100,0,85
6960,44,6,2,2,1,3,2,1,15,85,0
6961,27,1,2,1,,,5,9,15,0,0
6962,25,1,2,2,,3,3,6,86,40,60
6963,51,1,2,1,,2,3,8,0,100,0
6964,52,1,2,2,2,4,2,5,70,85,15
6965,73,,,1,1,1,5,1,10,100,7
6966,35,3,1,1,1,1,3,19,85,30,60
6967,43,1,2,1,1,3,1,20,100,0,85
6968,45,1,2,1,1,2,3,22,85,0,70
6969,,2,2,1,,1,1,1,100,0,85
6970,27,4,2,2,1,1,1,20,70,0,30
6971,27,4,2,1,2,,3,10,100,70,50
6972,37,1,2,1,,1,2,16,15,100,0
6973,52,1,2,1,,1,2,16,0,100,0
6974,73,1,2,1,1,1,3,12,0,70,0
6975,40,2,2,1,1,2,3,22,51,51,30
6976,71,1,2,1,,1,1,15,100,15,85
6977,,1,2,1,1,3,2,17,50,90,30
6978,30,3,1,1,,4,1,10,70,0,40
6979,26,6,2,2,,3,1,8,100,0,85
6980,29,1,2,1,1,3,1,17,80,0,72
6981,51,3,1,1,1,,1,1,100,15,50
6982,57,1,2,1,,2,3,13,20,60,15
6983,52,4,2,1,,3,3,10,70,85,50
6984,75,1,2,1,1,3,2,20,15,,15
6985,25,2,2,1,1,4,1,2,100,0,85
6986,,1,2,2,,2,3,,0,85,
6987,48,1,2,1,,4,2,21,65,3,50
6988,30,4,2,2,,3,1,1,100,30,
6989,25,1,2,2,2,,2,16,50,70,0
6990,39,2,2,1,,2,1,5,85,15,85
6991,21,1,2,2,2,2,3,19,65,15,60
6992,32,1,2,2,2,3,3,8,50,40,30
6993,30,1,2,1,2,1,1,10,100,0,70
6994,52,3,1,1,1,,3,10,60,50,70
6995,65,1,2,1,,1,1,1,95,0,90
6996,63,1,2,1,,2,3,5,85,15,70
6997,38,1,2,1,1,2,3,,85,0,60
6998,56,1,2,1,1,2,3,21,85,40,60
6999,73,1,2,1,,1,1,9,100,0,85
7000,34,1,2,2,1,3,3,7,50,60,50
7001,56,2,2,1,,,1,1,100,0,70
7002,38,1,2,1,,2,2,20,85,35,36
7003,61,1,2,1,1,1,2,22,15,85,15
7004,75,1,2,1,1,2,2,1,30,70,40
7005,42,1,2,1,,2,1,12,85,0,60
7006,59,1,2,1,,2,2,1,60,100,15
7007,61,1,2,2,,2,3,,85,0,0
7008,38,1,2,1,,3,2,9,0,85,0
7009,34,1,2,1,1,1,2,11,0,85,0
7010,36,3,1,1,1,3,3,17,85,0,70
7011,74,1,2,1,,1,1,17,100,0,100
7012,64,1,2,1,1,2,2,21,0,90,15
7013,22,1,2,2,,4,2,13,50,15,0
7014,77,,2,1,1,2,3,2,0,100,0
7015,,,,2,2,,2,1,0,85,0
7016,37,1,2,2,1,3,3,1,100,30,60
7017,36,1,2,1,,4,3,1,20,100,0
7018,51,1,2,1,1,1,3,1,0,100,0
7019,27,1,2,1,1,2,3,13,70,0,60
7020,37,2,2,1,,1,1,6,85,0,70
7021,49,4,2,2,1,4,,7,,,
7022,28,3,1,1,,2,3,17,75,30,75
7023,40,1,2,1,,2,3,20,100,0,85
7024,46,4,2,2,,3,3,6,85,60,60
7025,21,3,1,2,2,2,2,11,0,100,0
7026,63,1,2,1,1,2,2,,0,100,0
7027,68,1,2,1,1,1,1,11,100,0,100
7028,27,1,2,2,,2,2,16,0,100,0
7029,80,3,1,2,,,3,18,70,0,15
7030,77,1,2,1,,1,1,15,85,40,85
7031,64,1,2,1,1,1,1,14,100,0,70
7032,29,1,2,,,3,5,,0,100,0
7033,29,1,2,2,2,2,3,2,100,0,60
7034,60,,2,1,,,1,,85,,
7035,22,3,1,2,2,2,1,2,100,0,85
7036,39,1,2,2,2,4,2,1,0,100,0
7037,67,1,2,1,1,1,1,17,100,0,85
7038,53,1,2,1,,2,1,22,85,0,60
7039,63,1,2,1,1,4,3,,85,30,60
7040,50,1,2,1,1,1,1,4,100,0,100
7041,49,1,2,1,1,1,1,15,90,0,90
7042,57,1,2,1,,3,2,8,30,70,15
7043,70,1,2,,,2,3,22,0,70,50
7044,28,1,2,2,2,4,3,15,70,40,15
7045,47,1,2,1,1,2,5,18,90,0,85
7046,28,3,1,2,,3,3,9,40,30,0
7047,55,1,2,1,1,1,1,16,98,3,95
7048,62,1,2,1,1,3,2,11,0,70,0
7049,62,1,2,1,,3,2,20,40,85,15
7050,47,3,1,1,,2,1,15,85,0,60
7051,80,1,2,1,,1,2,1,15,85,30
7052,80,1,2,1,1,3,1,1,100,0,60
7053,57,3,1,1,,,2,22,0,100,0
7054,56,1,2,1,1,1,2,19,10,90,30
7055,77,2,2,2,2,,,,,,
7056,18,5,2,1,,1,2,10,40,70,30
7057,65,1,2,1,,1,2,8,60,85,0
7058,30,3,1,2,2,3,2,10,50,85,0
7059,66,1,2,2,,3,2,1,0,100,0
7060,45,5,2,2,,2,3,11,0,100,0
7061,26,1,2,1,1,4,2,9,15,60,0
7062,28,1,2,2,2,3,2,16,50,100,0
7063,36,1,2,2,,2,3,21,60,30,60
7064,36,1,2,1,1,1,2,18,25,75,15
7065,76,3,1,1,1,,2,8,0,100,0
7066,59,1,2,2,1,4,2,5,0,100,0
7067,,1,2,1,,3,2,,0,85,15
7068,57,1,2,1,1,,2,17,0,70,
7069,35,1,2,1,1,2,3,22,60,15,30
7070,42,5,2,1,,2,2,11,30,98,0
7071,35,4,2,2,,2,3,21,85,60,50
7072,41,1,2,2,1,3,3,22,100,0,50
7073,37,2,2,1,1,2,3,11,50,64,4
7074,53,1,2,2,,2,2,7,0,100,0
7075,26,1,2,1,1,2,3,8,100,15,50
7076,45,3,1,2,,2,1,11,40,15,60
7077,32,1,2,2,,,3,10,30,85,0
7078,37,1,2,1,,3,3,16,50,60,30
7079,38,1,2,2,,4,3,3,58,40,48
7080,50,1,2,2,2,4,2,16,40,100,15
7081,36,1,2,1,,2,2,15,15,85,30
7082,53,1,2,2,,3,3,7,85,85,40
7083,,1,2,1,1,1,2,1,0,100,0
7084,25,1,2,2,,3,3,1,100,15,85
7085,42,1,2,1,1,1,2,,30,60,30
7086,25,1,2,2,1,1,2,22,15,100,0
7087,61,1,2,1,,1,1,22,85,0,85
7088,27,1,2,2,2,3,3,14,85,0,60
7089,41,6,2,1,,2,3,8,30,60,30
7090,56,2,2,1,,1,1,10,100,0,100
7091,31,1,2,2,1,2,3,7,75,0,30
7092,26,1,2,2,,1,5,6,50,85,30
7093,61,1,2,1,,1,3,22,100,0,85
7094,44,1,2,1,,1,3,22,100,0,70
7095,77,1,2,1,1,3,2,,40,85,40
7096,27,1,2,2,2,2,2,16,0,100,0
7097,77,1,2,1,,3,2,9,85,30,70
7098,,3,1,1,,1,3,10,100,0,100
7099,31,1,2,1,,,1,21,100,0,70
7100,47,1,2,1,,1,1,20,85,0,85
7101,27,3,1,2,2,3,5,,85,0,60
7102,69,6,2,1,,3,1,17,95,0,85
7103,66,1,2,1,1,2,3,22,0,85,30
7104,,1,2,1,,3,3,,0,100,0
7105,65,1,2,1,1,,1,17,100,0,100
7106,18,3,1,2,,,3,8,85,0,85
7107,64,1,2,1,,3,2,16,85,0,90
7108,22,2,2,2,1,1,1,1,100,0,85
7109,42,3,1,1,1,3,3,8,90,15,70
7110,54,1,2,2,,2,3,17,0,60,15
7111,52,1,2,1,,3,2,18,50,50,50
7112,80,1,2,1,,2,2,5,30,85,40
7113,28,1,2,2,,1,1,21,90,0,90
7114,63,1,2,1,1,1,2,3,15,85,15
7115,34,1,2,1,1,3,1,20,100,0,70
7116,72,1,2,1,1,1,3,17,15,85,40
7117,63,1,2,1,1,2,1,7,100,0,85
7118,35,1,2,1,,3,1,19,100,0,85
7119,,5,2,1,,2,1,,100,0,100
7120,69,1,2,1,,,2,4,40,85,30
7121,57,1,2,1,,1,1,22,55,35,36
7122,28,1,2,2,2,4,2,3,0,100,0
7123,67,1,2,1,1,3,3,9,40,60,30
7124,66,1,2,1,,1,2,14,15,85,15
7125,41,5,2,1,1,3,3,,0,60,0
7126,65,6,2,2,,2,3,3,60,60,40
7127,36,5,2,1,1,2,1,16,100,0,85
7128,72,1,2,1,1,2,2,19,20,70,15
7129,60,1,2,2,2,2,,1,60,85,70
7130,25,1,2,2,1,2,2,22,0,100,0
7131,51,1,2,1,1,1,1,22,100,0,85
7132,42,1,2,1,,3,2,21,40,60,0
7133,55,1,2,1,1,2,2,3,85,15,60
7134,39,1,2,1,,1,1,1,90,0,70
7135,32,2,2,1,1,2,3,15,100,100,100
7136,30,4,2,2,,,1,10,95,10,100
7137,42,2,2,1,,3,1,8,85,0,50
7138,40,1,2,1,1,3,1,8,80,0,60
7139,59,3,1,2,,2,2,8,50,50,50
7140,,1,2,1,,2,1,,85,0,85
7141,80,1,2,1,1,1,1,11,60,40,50
7142,57,3,1,1,,4,3,10,60,50,50
7143,80,1,2,1,1,3,2,,15,100,30
7144,36,3,1,1,,3,1,1,100,0,50
7145,27,2,2,1,,2,1,1,100,0,85
7146,32,4,2,2,,3,2,15,0,100,0
7147,67,1,2,1,,2,1,1,100,70,70
7148,52,1,2,1,1,2,2,6,0,85,0
7149,69,1,2,1,,1,1,3,100,0,100
7150,57,3,1,1,1,2,,22,15,50,50
7151,18,1,2,2,2,2,1,4,100,15,60
7152,52,3,1,1,1,3,1,20,85,0,70
7153,39,1,2,1,1,2,3,17,100,15,70
7154,62,1,2,1,1,1,1,21,85,0,70
7155,,1,2,2,,,1,,85,30,70
7156,60,1,2,1,1,2,2,17,40,100,15
7157,35,1,2,2,2,3,2,11,85,0,30
7158,27,1,2,1,,3,3,20,50,15,50
7159,27,1,2,2,2,3,2,8,60,30,50
7160,34,6,2,1,,3,3,17,90,0,65
7161,68,1,2,1,1,1,3,,90,0,90
7162,32,3,1,1,,3,3,15,100,0,60
7163,35,5,2,1,1,1,5,6,100,50,85
7164,62,1,2,1,,,1,8,100,0,85
7165,80,1,2,2,,1,3,9,50,30,70
7166,,6,2,2,2,2,3,,85,0,50
7167,60,2,2,1,,1,1,8,100,0,100
7168,34,1,2,1,1,2,1,14,100,0,90
7169,55,3,1,2,2,3,3,10,,,100
7170,51,5,2,1,1,3,3,10,100,0,85
7171,39,1,2,1,1,2,2,17,30,60,15
7172,64,1,2,1,1,3,3,21,0,60,0
7173,63,1,2,1,1,2,0,5,85,0,60
7174,46,1,2,1,1,3,1,16,100,0,100
7175,72,1,2,1,,2,1,4,100,0,100
7176,80,1,2,1,1,3,2,11,40,85,40
7177,66,1,2,2,1,1,2,6,0,100,0
7178,60,2,2,1,1,2,1,9,100,15,100
7179,21,3,1,2,2,3,1,3,85,15,40
7180,35,1,2,1,1,3,3,21,15,70,15
7181,22,1,2,2,1,3,3,16,9,80,15
7182,39,6,2,1,1,,2,13,0,100,0
7183,25,1,2,2,1,1,1,12,78,0,60
7184,,1,2,1,,2,1,4,90,0,80
7185,32,1,2,2,,4,2,15,85,60,50
7186,48,1,2,1,1,1,1,12,70,15,70
7187,,1,2,1,,1,1,,100,0,85
7188,30,1,2,2,,2,1,16,100,0,65
7189,52,3,1,2,1,2,1,1,85,0,70
7190,60,1,2,2,,3,2,22,40,100,0
7191,39,1,2,1,1,2,1,19,85,0,60
7192,49,1,2,1,,2,1,22,85,0,85
7193,48,1,2,1,,,3,22,70,0,60
7194,68,1,2,1,,1,1,14,100,0,100
7195,51,1,2,1,1,3,2,10,85,15,60
7196,78,1,2,1,,2,2,10,0,85,0
7197,58,1,2,1,,2,1,18,100,0,85
7198,80,1,2,1,1,,2,,15,85,0
7199,45,1,2,1,1,2,2,22,40,40,0
7200,63,1,2,1,1,3,3,12,85,70,70
7201,38,1,2,1,,3,3,18,85,0,60
7202,80,1,2,1,1,2,2,15,30,85,30
7203,71,1,2,1,,1,2,10,0,85,15
7204,54,1,2,2,,2,2,8,60,95,0
7205,69,1,2,1,,2,2,,0,100,0
7206,22,1,2,2,1,2,3,15,15,60,30
7207,58,5,2,1,1,3,1,19,80,0,80
7208,34,1,2,1,1,3,2,7,50,100,0
7209,48,1,2,1,1,2,1,2,100,0,85
7210,80,1,2,1,1,2,3,22,0,100,0
7211,51,1,2,1,,2,3,17,100,0,70
7212,71,1,2,1,1,1,1,1,0,100,0
7213,61,1,2,1,,2,2,15,0,100,0
7214,,,2,1,1,1,,,100,15,50
7215,78,1,2,1,1,1,1,13,100,0,100
7216,57,1,2,1,,1,1,,100,0,100
7217,44,3,1,2,,4,1,5,90,0,100
7218,,,2,1,,1,3,,0,100,0
7219,63,1,2,1,1,1,1,8,100,10,100
7220,47,2,2,1,,2,1,14,100,0,100
7221,26,3,1,1,,2,3,13,90,0,55
7222,57,1,2,2,1,1,3,6,100,0,100
7223,56,2,2,1,1,2,1,6,100,0,100
7224,53,3,1,1,,1,3,1,60,0,100
7225,48,1,2,,,3,2,18,60,60,60
7226,50,3,1,1,1,2,5,4,89,35,85
7227,34,1,2,1,,3,2,,0,100,0
7228,73,1,2,1,1,2,3,10,30,85,15
7229,57,1,2,2,,3,3,21,15,60,15
7230,41,1,2,2,,2,2,21,70,100,0
7231,59,1,2,1,,2,3,21,40,65,15
7232,67,1,2,1,1,,2,19,30,100,0
7233,54,1,2,1,,,1,22,85,0,60
7234,72,1,2,1,1,1,2,,0,100,0
7235,33,2,2,2,,4,3,1,100,50,50
7236,54,1,2,1,1,2,3,17,0,100,0
7237,22,1,2,2,2,4,3,4,0,0,0
7238,44,1,2,1,1,2,1,21,70,0,85
7239,30,1,2,1,,2,1,18,80,10,60
7240,74,1,2,1,1,,3,1,0,85,50
7241,37,1,2,1,,2,3,6,75,25,70
7242,28,1,2,2,,1,5,8,30,60,0
7243,18,1,2,2,2,3,3,11,100,0,85
7244,56,1,2,1,,,3,,50,65,60
7245,39,1,2,1,1,3,3,21,85,0,50
7246,71,1,2,1,,2,2,17,15,100,0
7247,23,1,2,2,,3,3,4,70,20,55
7248,47,1,2,1,,3,2,15,15,85,30
7249,45,1,2,2,,1,2,9,0,100,0
7250,28,1,2,1,,2,3,15,90,70,15
7251,38,1,2,1,1,2,3,17,40,90,60
7252,70,1,2,1,,3,2,6,0,85,0
7253,,3,1,1,1,1,3,,15,100,0
7254,39,4,2,,,,1,13,85,0,70
7255,34,1,2,1,1,1,1,21,85,0,55
7256,43,3,1,1,,2,1,,85,60,100
7257,46,1,2,2,,,3,2,60,85,
7258,69,2,2,1,1,,1,10,85,0,85
7259,80,1,2,1,1,2,2,,30,100,0
7260,54,6,2,2,1,3,3,2,50,100,50
7261,64,2,2,1,,4,3,13,40,50,40
7262,70,1,2,1,1,3,2,16,50,0,100
7263,,1,2,2,,3,5,,0,0,0
7264,,3,1,1,,,3,6,85,30,60
7265,46,1,2,1,,2,1,21,100,0,85
7266,73,1,2,1,1,1,3,20,0,70,15
7267,42,3,1,1,,2,2,20,15,85,0
7268,43,1,2,1,1,2,1,19,100,0,85
7269,64,1,2,1,,2,1,22,85,0,85
7270,59,1,2,1,1,2,3,21,40,50,40
7271,34,1,2,1,2,2,3,2,100,100,0
7272,50,3,1,2,2,,2,10,15,70,40
7273,57,1,2,1,1,,3,3,15,85,15
7274,38,2,2,1,1,1,1,17,100,0,100
7275,76,1,2,1,,,2,,0,100,0
7276,51,1,2,1,1,4,3,13,50,70,20
7277,30,5,2,2,,4,2,4,60,100,0
7278,48,1,2,2,2,3,3,17,60,70,50
7279,47,2,2,1,,2,1,1,100,0,100
7280,62,1,2,1,,1,3,9,15,100,15
7281,80,1,2,1,1,1,5,5,0,100,0
7282,35,6,2,2,1,2,3,20,60,60,15
7283,72,1,2,1,1,2,2,10,40,70,0
7284,58,1,2,1,,3,3,20,60,0,60
7285,40,3,1,1,1,3,3,12,90,0,60
7286,72,3,1,1,,2,1,,100,0,85
7287,35,1,2,2,,,2,12,0,85,15
7288,37,1,2,1,,1,2,21,40,0,85
7289,70,1,2,1,1,3,2,10,30,100,30
7290,52,1,2,1,,,2,,,70,15
7291,64,3,1,1,1,2,1,6,100,0,100
7292,76,1,2,1,1,2,3,20,90,0,80
7293,21,1,2,2,2,2,3,6,70,0,69
7294,22,1,2,2,,3,1,3,100,70,15
7295,49,1,2,1,1,3,2,15,15,90,0
7296,36,1,2,1,1,2,2,1,60,70,15
7297,71,1,2,1,1,3,2,1,0,80,0
7298,40,3,1,1,,3,1,1,85,15,85
7299,80,1,2,1,1,2,1,7,60,40,60
7300,67,,,1,,1,1,,100,0,100
7301,73,1,2,1,1,2,2,6,50,85,0
7302,21,1,2,2,2,4,2,4,0,100,0
7303,59,2,2,1,,3,3,1,85,0,60
7304,25,3,1,2,,,2,6,50,70,50
7305,32,1,2,2,,,5,20,0,15,0
7306,68,2,2,1,1,2,1,14,100,0,60
7307,60,4,2,1,,2,1,10,100,0,85
7308,63,1,2,2,2,2,1,1,60,100,30
7309,44,1,2,2,,2,2,21,30,70,30
7310,41,1,2,1,1,2,3,3,85,0,60
7311,52,1,2,1,,1,2,20,0,100,0
7312,44,2,2,1,,1,3,13,100,70,40
7313,60,1,2,2,2,3,3,10,70,15,60
7314,36,2,2,1,,2,5,14,40,85,40
7315,47,2,2,1,,1,1,1,100,0,100
7316,80,1,2,1,,1,2,11,30,,60
7317,43,1,2,1,,3,2,17,40,60,0
7318,66,1,2,2,2,1,3,13,15,70,0
7319,68,1,2,1,,3,3,13,50,40,40
7320,80,1,2,1,,,3,10,70,30,70
7321,48,1,2,1,1,2,3,11,10,95,5
7322,59,1,2,1,,2,3,,60,60,60
7323,19,1,2,2,,3,1,1,100,0,70
7324,55,1,2,1,1,2,5,19,85,0,85
7325,25,3,1,2,,2,1,20,95,30,80
7326,25,1,2,1,,1,1,4,85,0,70
7327,26,1,2,1,2,,3,7,85,0,70
7328,24,1,2,1,1,2,1,3,85,0,70
7329,70,1,2,1,1,3,2,10,15,85,15
7330,60,1,2,1,1,3,2,20,0,85,0
7331,64,1,2,1,1,1,1,16,95,0,95
7332,64,1,2,1,,2,1,15,100,0,85
7333,73,1,2,1,1,2,1,16,100,0,85
7334,79,1,2,1,,1,1,15,100,0,100
7335,80,1,2,1,,1,2,8,0,85,15
7336,73,5,2,1,1,3,3,1,100,15,85
7337,38,1,2,1,1,1,3,16,0,60,15
7338,70,1,2,1,1,1,3,21,70,0,85
7339,43,5,2,1,,1,5,9,0,100,0
7340,65,1,2,2,2,1,2,16,0,100,0
7341,56,1,2,1,,2,3,21,70,0,70
7342,50,3,1,1,,3,3,19,70,30,40
