rid,age,race,latino,vote12,vote16,media,partyid,income,obama.th,trump.th,biden.th
1,46,3,1,1,1,2,2,21,0,100,0
2,37,4,2,1,1,3,5,13,50,0,0
3,40,1,2,1,1,1,3,17,90,0,65
4,41,4,2,1,1,3,2,7,85,15,70
5,72,5,2,1,1,2,3,22,10,85,15
6,71,1,2,1,2,2,3,3,60,0,85
7,37,1,2,1,1,3,2,4,15,75,50
8,45,1,2,2,2,4,2,3,50,100,50
9,70,1,2,1,,3,3,10,60,0,85
10,43,3,1,2,,2,1,11,100,0,85
11,37,3,1,2,,4,1,9,100,0,100
12,55,1,2,1,1,3,1,18,85,0,60
13,30,1,2,2,2,1,2,1,0,100,0
14,38,4,2,1,,1,1,21,100,0,85
15,41,2,2,1,2,3,3,3,85,40,60
16,66,3,1,2,,2,3,7,0,100,0
17,54,1,2,1,1,2,3,22,85,0,60
18,55,1,2,1,,2,1,20,100,0,85
19,62,1,2,1,,2,1,,100,15,85
20,80,1,2,1,1,2,1,5,100,15,70
21,31,3,1,2,,2,2,12,10,95,0
22,80,3,1,1,,3,1,6,75,0,75
23,24,1,2,2,1,2,3,21,45,5,40
24,55,1,2,1,,3,2,15,0,100,0
25,59,3,1,2,,3,1,6,60,15,0
26,73,1,2,1,1,3,1,5,90,0,85
27,72,1,2,1,1,2,3,5,50,100,0
28,50,1,2,1,2,4,3,20,60,60,50
29,66,1,2,1,,2,2,22,85,,70
30,41,3,1,1,1,3,1,15,100,0,70
31,52,4,2,1,1,1,3,1,100,85,0
32,45,5,2,2,,3,5,13,0,0,0
33,46,1,2,1,,1,1,4,100,0,85
34,66,1,2,1,,2,2,20,0,100,0
35,60,1,2,1,,2,1,20,100,0,85
36,73,1,2,1,,3,2,10,0,85,0
37,71,2,2,1,2,3,1,9,85,15,60
38,28,1,2,1,,2,3,3,80,0,40
39,73,1,2,1,,1,1,8,100,0,85
40,,1,2,1,1,1,2,,0,100,0
41,37,1,2,1,,3,2,19,30,70,15
42,56,2,2,1,1,2,1,4,100,5,80
43,48,1,2,1,,1,2,10,0,100,0
44,53,1,2,1,,2,2,19,0,98,0
45,72,1,2,1,,3,3,22,50,85,50
46,55,1,2,1,,2,2,1,0,100,0
47,79,1,2,1,,1,1,10,100,0,85
48,38,1,2,1,1,2,3,21,90,0,75
49,42,4,2,2,1,3,2,12,5,80,15
50,70,1,2,1,,2,3,15,100,0,100
51,50,5,2,1,1,2,1,,100,15,100
52,50,2,2,1,1,1,1,,85,0,100
53,27,1,2,1,1,,3,1,75,85,100
54,62,1,2,2,2,2,2,1,0,100,0
55,51,,,1,,4,3,,0,85,0
56,60,1,2,1,,,2,15,40,85,30
57,65,1,2,1,,2,1,9,80,15,75
58,,1,2,1,,1,3,21,70,0,85
59,48,1,2,1,,2,2,9,70,30,60
60,55,1,2,1,,2,3,13,30,85,15
61,54,1,2,2,2,3,3,19,50,30,50
62,38,1,2,1,,3,1,13,90,15,40
63,80,1,2,1,,1,1,10,100,0,100
64,37,6,2,2,,1,1,15,100,0,85
65,38,1,2,1,1,1,3,22,70,15,40
66,60,1,2,1,1,1,3,11,100,0,100
67,46,6,2,2,,2,3,14,100,0,100
68,78,1,2,1,1,1,1,17,60,0,15
69,39,1,2,1,1,1,1,16,90,0,72
70,33,2,2,1,1,2,1,11,85,0,70
71,74,1,2,1,,2,1,1,100,0,100
72,61,1,2,1,,2,1,10,100,0,85
73,67,1,2,1,,2,1,6,100,0,100
74,60,1,2,2,2,2,1,13,,,
75,,1,2,2,,2,2,17,0,85,15
76,21,2,2,2,,2,3,6,60,15,40
77,49,2,2,1,1,1,1,1,100,0,100
78,80,1,2,1,,2,1,16,100,0,85
79,70,1,2,1,1,2,3,6,0,70,0
80,70,1,2,1,1,2,1,,100,0,100
81,72,1,2,1,1,1,3,18,40,30,30
82,78,1,2,1,1,2,2,10,0,100,0
83,43,1,2,1,,2,1,10,100,0,70
84,45,2,2,2,,3,3,3,100,30,85
85,44,1,2,1,,2,1,21,85,0,70
86,50,3,1,1,,3,1,6,100,0,100
87,,1,2,2,1,3,3,,100,0,85
88,33,1,2,1,,2,3,15,85,0,85
89,55,1,2,1,,3,2,14,0,100,0
90,28,1,2,2,,3,2,20,15,60,30
91,34,1,2,1,1,2,2,22,0,85,15
92,24,1,2,2,,3,2,20,40,85,0
93,26,1,2,1,,2,2,2,0,100,0
94,75,1,2,1,,2,1,7,85,0,70
95,61,5,2,1,1,1,3,13,60,60,30
96,80,1,2,1,,1,2,22,,100,40
97,58,1,2,1,,1,3,18,85,0,70
98,50,3,1,1,1,1,1,12,100,0,100
99,76,1,2,1,1,1,1,6,100,0,100
100,80,1,2,1,1,3,3,9,60,30,60
101,48,6,2,2,,3,1,1,100,0,100
102,61,1,2,2,2,4,3,17,50,15,60
103,45,1,2,2,1,2,1,17,100,0,70
104,37,1,2,1,1,2,2,7,0,85,
105,36,1,2,1,,2,2,17,0,85,0
106,80,1,2,1,,2,1,3,100,0,100
107,66,1,2,1,1,3,2,4,30,100,0
108,80,1,2,1,1,3,3,10,30,85,
109,66,5,2,1,,2,3,19,30,65,40
110,60,1,2,1,1,1,2,17,90,0,85
111,34,1,2,1,1,,2,19,0,100,0
112,80,4,2,1,,2,2,22,15,100,15
113,71,1,2,1,1,3,1,14,50,70,40
114,72,1,2,1,,2,2,6,0,100,15
115,57,1,2,1,1,2,2,8,15,70,15
116,36,3,1,1,,2,2,17,85,85,50
117,61,2,2,1,1,2,1,16,100,0,100
118,58,5,2,1,,1,2,1,0,100,0
119,30,2,2,1,1,3,3,17,85,0,60
120,80,1,2,1,,2,2,17,15,85,0
121,,,2,1,1,1,2,,0,100,15
122,72,3,1,1,1,2,1,5,,,
123,38,3,1,1,,,1,1,72,50,100
124,60,1,2,2,,4,2,5,20,80,15
125,52,2,2,2,2,3,3,4,60,70,50
126,40,1,2,2,,2,3,8,70,50,60
127,23,1,2,2,,2,1,,90,0,65
128,54,1,2,1,,1,2,19,0,100,0
129,70,1,2,1,,1,1,16,100,0,100
130,23,3,1,2,,2,3,5,100,0,60
131,66,2,2,1,1,2,3,21,85,0,85
132,60,1,2,1,,2,2,19,50,95,20
133,50,1,2,1,,2,3,17,0,100,40
134,62,1,2,1,1,1,2,20,0,90,0
135,37,1,2,1,,1,3,17,85,0,60
136,73,1,2,1,,2,3,,0,100,0
137,52,1,2,1,,2,2,20,60,0,50
138,76,1,2,1,,2,2,3,0,100,0
139,73,1,2,2,1,3,3,2,70,0,40
140,42,1,2,1,,3,3,21,70,30,50
141,67,1,2,1,,2,3,4,0,100,0
142,64,1,2,1,,2,1,15,85,50,85
143,55,1,2,1,1,2,1,15,85,70,0
144,29,2,2,1,,3,3,11,70,0,60
145,34,2,2,1,,1,1,8,100,0,100
146,45,1,2,2,2,4,3,20,85,0,70
147,40,5,2,1,1,1,1,22,100,0,85
148,28,1,2,2,2,,3,3,60,70,15
149,49,3,1,2,,2,1,20,85,10,75
150,37,1,2,1,1,2,1,18,100,0,100
151,80,1,2,1,1,3,2,19,15,100,40
152,55,4,2,2,,,1,13,85,0,50
153,80,1,2,1,1,3,2,5,40,,40
154,63,6,2,1,,,1,17,100,0,85
155,66,1,2,1,,2,3,8,40,70,30
156,55,1,2,1,1,3,2,8,50,60,50
157,65,1,2,1,,3,2,18,40,90,0
158,69,1,2,1,,2,1,14,100,0,85
159,70,1,2,1,1,2,2,3,50,85,50
160,64,1,2,2,,2,2,13,0,100,0
161,62,1,2,2,,3,2,18,15,100,0
162,50,1,2,1,1,2,2,,15,85,0
163,46,2,2,1,2,3,1,1,100,30,
164,67,6,2,1,,2,1,15,100,0,100
165,43,1,2,1,,,1,2,90,0,90
166,30,1,2,2,2,1,3,7,95,0,60
167,80,1,2,1,,2,2,13,0,90,0
168,58,1,2,1,1,2,1,4,100,20,100
169,29,1,2,2,,3,3,18,43,70,0
170,71,1,2,1,1,1,1,3,85,0,85
171,69,1,2,1,1,1,2,17,20,60,30
172,80,1,2,1,,2,1,22,100,0,85
173,28,1,2,1,1,1,1,20,90,0,70
174,22,3,1,2,2,3,1,1,100,0,85
175,72,1,2,1,1,1,1,16,100,0,85
176,63,1,2,2,1,1,3,16,85,0,60
177,64,1,2,1,1,,3,22,70,15,70
178,61,1,2,1,1,1,1,1,100,0,85
179,60,3,1,1,,1,2,2,40,,
180,48,1,2,2,,3,2,9,15,,15
181,69,1,2,1,,3,2,15,15,85,15
182,80,1,2,1,,1,2,,0,100,0
183,77,1,2,1,1,3,3,6,15,85,30
184,48,2,2,1,,2,1,15,85,0,70
185,47,2,2,1,1,1,1,4,100,0,85
186,43,1,2,1,,,5,1,100,0,85
187,71,3,1,1,,3,1,14,100,0,70
188,31,3,1,2,2,2,1,10,100,0,50
189,78,1,2,1,1,1,1,20,100,0,100
190,76,2,2,1,,1,1,22,100,0,100
191,46,1,2,1,1,2,3,1,60,10,50
192,31,1,2,2,,3,3,15,80,75,0
193,29,2,2,1,1,3,3,17,100,0,50
194,69,3,1,1,1,2,1,7,60,30,70
195,34,1,2,2,,4,1,10,100,0,60
196,23,1,2,2,2,4,2,4,40,50,0
197,61,1,2,1,1,1,3,9,70,30,50
198,57,1,2,1,1,1,1,21,85,0,70
199,33,1,2,1,,4,2,1,0,70,0
200,,1,2,1,,1,3,,60,60,60
201,71,1,2,1,,1,1,11,85,0,85
202,50,1,2,1,1,2,2,19,0,100,0
203,71,1,2,1,1,2,3,,50,70,30
204,70,1,2,2,2,3,3,9,60,85,85
205,22,3,1,2,2,3,3,10,60,60,50
206,24,3,1,2,,4,3,17,85,60,15
207,40,2,2,1,1,1,1,4,100,0,60
208,49,1,2,1,1,2,3,20,90,0,75
209,56,1,2,2,,2,1,17,85,30,70
210,59,3,1,1,,1,3,13,60,85,40
211,63,1,2,1,1,2,2,19,0,100,30
212,73,1,2,1,,1,1,17,100,0,95
213,56,1,2,1,,2,1,20,100,0,90
214,41,1,2,1,1,3,2,22,50,60,40
215,48,1,2,1,,3,3,16,70,60,50
216,80,1,2,1,,,2,22,,,
217,36,2,2,1,,,5,11,70,0,30
218,64,6,2,1,1,2,2,10,50,85,40
219,28,1,2,1,,3,2,17,0,15,0
220,21,1,2,2,,1,3,1,85,0,15
221,61,1,2,1,1,3,2,15,30,70,40
222,65,1,2,1,,1,1,2,100,0,85
223,35,1,2,2,1,2,2,10,60,70,30
224,31,1,2,1,2,3,3,15,50,5,55
225,24,6,2,2,,4,3,7,100,30,50
226,37,1,2,2,2,3,3,4,50,15,20
227,53,1,2,1,,1,3,12,30,75,0
228,34,1,2,1,,3,3,10,100,0,85
229,60,4,2,2,,2,3,10,85,0,85
230,66,1,2,1,,1,2,13,85,30,85
231,70,1,2,1,1,2,2,16,0,100,0
232,51,1,2,1,,2,1,18,100,0,85
233,44,1,2,2,,3,1,11,90,0,65
234,60,2,2,1,1,2,1,15,85,15,85
235,34,5,2,1,,2,2,12,60,85,0
236,53,1,2,1,1,2,2,19,15,85,15
237,37,1,2,1,,2,1,18,100,0,85
238,56,1,2,2,2,2,3,12,85,0,60
239,46,1,2,1,,4,1,7,95,15,75
240,38,4,2,2,1,,1,22,100,0,70
241,63,6,2,2,,1,3,15,70,,100
242,29,1,2,1,2,4,1,3,94,18,72
243,41,3,1,1,,,1,10,60,40,60
244,54,1,2,1,1,3,3,,70,30,40
245,79,1,2,1,1,1,2,14,30,100,0
246,31,1,2,2,2,3,1,1,50,85,0
247,50,1,2,1,1,3,2,,0,100,0
248,64,1,2,1,,1,1,11,100,0,100
249,80,1,2,1,,2,1,,100,0,60
250,60,1,2,1,,3,1,17,85,0,70
251,28,3,1,1,1,,1,17,90,0,70
252,46,3,1,2,,3,1,12,100,0,100
253,66,1,2,1,,2,1,12,100,0,100
254,63,2,2,1,1,,2,1,,,
255,38,1,2,2,2,2,3,1,,,
256,59,1,2,2,,2,2,5,0,100,0
257,64,1,2,1,,2,5,16,40,30,40
258,72,1,2,1,1,1,2,2,0,100,0
259,68,1,2,1,1,1,3,1,94,0,85
260,28,1,2,2,,4,1,5,70,70,15
261,27,1,2,2,1,3,1,9,100,0,85
262,62,1,2,1,,1,1,18,100,0,85
263,70,1,2,1,1,3,2,15,40,75,40
264,29,1,2,1,1,2,1,8,100,0,75
265,62,2,2,1,1,2,1,13,100,0,100
266,60,1,2,1,1,2,3,19,60,40,50
267,69,1,2,1,,2,3,17,0,85,0
268,58,1,2,1,,2,1,21,100,0,100
269,47,1,2,1,1,2,2,14,0,85,15
270,53,1,2,1,,2,2,11,30,70,50
271,72,1,2,2,,2,3,9,100,0,100
272,35,1,2,1,1,2,1,4,87,0,84
273,62,1,2,1,,3,2,6,0,85,0
274,73,1,2,1,,1,1,,100,0,100
275,28,1,2,2,2,1,2,11,50,100,0
276,57,1,2,1,,2,2,20,50,85,40
277,29,1,2,1,,1,1,19,70,60,60
278,39,1,2,1,,1,3,5,49,75,20
279,55,6,2,1,1,2,1,15,100,0,100
280,42,1,2,2,,2,3,3,70,0,70
281,67,1,2,1,,2,2,13,0,85,50
282,58,1,2,2,1,2,3,22,50,85,15
283,67,1,2,1,,3,2,11,15,85,15
284,58,1,2,1,,4,2,,0,100,0
285,25,1,2,2,,1,1,13,85,0,90
286,73,2,2,2,,3,1,6,60,15,60
287,30,2,2,1,,3,1,10,100,0,15
288,38,1,2,1,1,2,2,15,0,100,15
289,64,1,2,1,,,2,17,,,
290,40,1,2,1,,2,1,18,85,0,70
291,,1,2,1,1,2,3,1,50,60,30
292,51,1,2,1,,3,3,19,,50,0
293,61,1,2,2,1,1,3,2,50,50,50
294,59,2,2,1,1,1,1,20,85,0,70
295,58,3,1,1,,2,3,7,100,0,90
296,53,5,2,2,2,2,3,10,10,68,30
297,75,1,2,1,1,3,1,1,100,0,100
298,37,1,2,1,1,2,1,19,100,15,70
299,77,1,2,1,1,3,3,5,85,70,85
300,,1,2,2,2,4,,,70,50,50
301,68,1,2,1,1,1,3,,0,85,0
302,66,1,2,1,1,2,1,12,70,85,50
303,43,2,2,2,,2,3,2,60,30,60
304,72,1,2,1,2,3,3,20,70,50,60
305,50,1,2,1,,3,2,22,50,40,15
306,58,1,2,1,1,1,1,6,75,0,60
307,28,1,2,2,1,2,1,11,85,15,40
308,59,1,2,1,,4,3,10,85,30,70
309,72,1,2,1,,2,2,20,0,100,0
310,29,1,2,1,1,3,3,2,100,0,65
311,60,3,1,1,1,2,1,15,85,0,85
312,66,1,2,1,,1,3,13,100,0,60
313,56,1,2,1,,2,1,10,50,0,60
314,40,6,2,1,,4,2,21,0,85,15
315,45,1,2,1,1,2,2,1,40,90,40
316,51,1,2,1,,2,3,15,60,60,50
317,68,1,2,1,,2,1,10,100,0,85
318,22,1,2,2,,3,2,21,80,70,35
319,40,1,2,1,,3,2,1,0,85,0
320,63,1,2,1,2,3,3,7,100,0,70
321,59,1,2,1,,2,1,,100,0,70
322,53,3,1,1,,2,1,,100,3,97
323,80,1,2,1,,3,1,5,,,
324,67,1,2,1,1,2,2,18,0,85,0
325,35,1,2,2,,,3,18,50,85,50
326,69,1,2,1,1,1,1,10,85,0,60
327,80,1,2,1,,2,1,14,100,0,100
328,62,1,2,1,,1,2,20,0,80,15
329,38,1,2,2,,4,2,4,40,70,0
330,71,1,2,2,,3,2,17,30,50,15
331,80,1,2,1,1,3,2,14,15,70,30
332,61,1,2,2,,1,1,22,70,0,70
333,65,1,2,1,,1,2,19,0,100,0
334,30,1,2,2,2,4,3,1,40,15,30
335,38,6,2,1,1,2,2,1,50,60,50
336,80,1,2,1,,,3,,85,60,40
337,80,1,2,1,1,1,1,18,100,0,85
338,,1,2,1,2,2,2,,0,85,0
339,65,1,2,1,,3,3,10,30,50,30
340,48,1,2,1,1,2,1,14,100,0,70
341,38,1,2,1,,2,1,18,85,0,60
342,,1,2,2,,2,3,22,50,15,50
343,67,1,2,1,,3,1,20,85,15,85
344,80,2,2,1,1,3,3,14,100,0,100
345,33,1,2,1,1,2,5,11,80,0,60
346,76,1,2,1,1,2,2,11,0,100,0
347,43,2,2,1,,,1,2,100,0,70
348,32,2,2,1,,2,1,1,90,0,60
349,41,1,2,2,,2,2,11,10,95,10
350,80,1,2,1,1,1,5,18,0,85,0
351,45,2,2,1,,2,1,15,100,15,85
352,56,1,2,1,,1,1,21,100,0,100
353,68,1,2,2,1,2,3,7,55,70,35
354,73,1,2,1,1,2,2,18,85,15,70
355,69,1,2,1,,3,3,6,70,0,70
356,73,1,2,1,1,2,1,10,85,0,70
357,43,1,2,1,,1,2,1,0,100,
358,48,3,1,2,2,4,3,4,60,50,50
359,62,5,2,2,,2,3,22,15,85,30
360,41,1,2,1,1,2,1,22,70,20,60
361,20,3,1,2,,2,1,6,85,0,70
362,63,1,2,2,,1,2,2,85,70,60
363,34,1,2,1,,3,1,16,85,15,70
364,80,4,2,2,,,1,6,,,
365,76,1,2,1,1,2,2,5,30,85,40
366,44,1,2,1,1,2,2,20,0,70,30
367,51,6,2,1,,,3,11,70,0,60
368,69,1,2,1,,1,1,7,100,0,100
369,27,1,2,2,2,2,2,13,60,100,0
370,48,1,2,1,1,4,2,15,60,60,50
371,74,1,2,1,,3,3,2,100,0,85
372,72,1,2,1,,1,3,20,60,0,70
373,60,1,2,1,2,2,2,10,15,70,15
374,32,1,2,1,,2,1,18,100,0,70
375,70,1,2,1,1,2,2,1,50,30,15
376,50,1,2,1,1,2,3,21,40,70,40
377,59,1,2,1,1,3,1,11,85,0,70
378,52,1,2,2,,2,3,22,85,0,85
379,67,1,2,1,1,,2,22,90,85,80
380,60,1,2,1,,1,3,21,0,85,15
381,24,1,2,2,,3,1,22,85,15,55
382,31,3,1,2,,2,2,15,60,60,55
383,39,1,2,1,1,2,2,15,60,85,0
384,73,4,2,1,,2,3,5,100,0,60
385,43,6,2,1,1,2,1,6,100,0,85
386,28,1,2,1,,2,2,21,85,0,90
387,70,1,2,1,,1,3,21,95,0,90
388,72,1,2,1,,2,1,8,85,0,70
389,59,3,1,1,1,2,1,21,85,0,85
390,35,1,2,2,,3,3,6,50,40,30
391,26,1,2,2,1,3,2,6,15,100,0
392,80,1,2,1,1,1,1,4,100,0,100
393,76,1,2,1,1,1,3,1,85,0,70
394,31,1,2,2,2,3,3,4,95,0,80
395,24,3,1,2,1,2,3,10,85,60,30
396,53,1,2,1,,1,1,10,90,0,70
397,55,2,2,1,1,2,1,15,100,0,100
398,39,4,2,2,,2,1,19,85,0,70
399,32,5,2,2,1,2,1,19,95,30,85
400,80,1,2,1,1,2,3,2,0,100,0
401,45,3,1,2,1,,1,10,85,0,70
402,40,1,2,1,1,3,2,5,0,100,0
403,64,1,2,2,,1,5,1,0,0,0
404,40,1,2,1,1,2,1,21,100,0,100
405,52,1,2,1,1,3,1,22,85,0,70
406,67,1,2,1,,2,1,19,85,0,85
407,72,1,2,1,1,2,1,16,90,0,85
408,,1,2,1,2,1,2,15,40,85,15
409,79,1,2,1,1,2,2,4,0,75,0
410,67,1,2,1,,2,1,,85,0,85
411,24,3,1,2,,2,3,10,70,15,70
412,43,5,2,1,1,3,1,1,85,0,60
413,52,1,2,1,,2,1,16,100,0,70
414,,1,2,2,,2,2,10,0,100,0
415,62,3,1,1,,2,1,7,75,0,75
416,50,4,2,1,,3,2,21,70,66,58
417,28,1,2,1,1,2,3,15,60,60,0
418,62,1,2,1,1,1,2,4,0,100,0
419,73,1,2,1,,1,2,4,0,85,0
420,33,1,2,2,,2,2,20,10,95,15
421,42,1,2,1,,2,1,19,100,0,85
422,36,1,2,1,1,4,3,16,100,0,60
423,41,3,1,2,2,3,1,10,70,30,40
424,51,2,2,1,,2,1,2,100,0,100
425,30,1,2,2,,2,3,1,10,60,20
426,,2,2,1,,1,1,8,100,0,100
427,48,1,2,1,,,2,21,15,100,15
428,66,5,2,1,1,2,3,17,50,60,30
429,80,3,1,2,,2,1,1,100,0,100
430,49,1,2,1,,3,5,10,15,85,0
431,30,1,2,1,,2,3,18,0,85,15
432,70,4,2,1,1,2,1,14,100,0,85
433,65,1,2,1,1,2,1,4,100,0,100
434,57,1,2,1,1,2,1,19,100,0,60
435,71,1,2,1,,3,1,4,100,0,100
436,31,6,2,1,,,3,21,70,0,60
437,40,3,1,1,1,2,3,15,100,0,70
438,66,1,2,1,,1,2,7,0,90,0
439,45,2,2,1,2,,1,1,50,40,30
440,68,1,2,1,,3,2,8,50,85,30
441,76,2,2,1,,2,1,,90,0,85
442,80,1,2,1,1,,2,6,40,85,
443,34,1,2,2,,,5,16,50,85,15
444,44,1,2,1,1,2,2,4,40,70,15
445,70,1,2,1,1,1,2,7,85,0,100
446,,6,2,1,1,1,1,10,100,0,60
447,71,1,2,2,1,2,2,4,0,85,0
448,37,2,2,1,1,,3,10,96,0,96
449,31,1,2,1,1,2,2,9,30,85,15
450,61,3,1,1,,2,3,11,15,70,30
451,43,1,2,1,,3,3,5,0,100,50
452,53,1,2,1,1,1,3,16,100,0,90
453,73,1,2,1,,1,1,7,60,,30
454,38,1,2,1,,2,2,10,0,100,0
455,73,1,2,1,1,2,3,4,85,0,70
456,31,1,2,2,,4,3,10,40,40,0
457,69,1,2,2,1,3,3,14,50,80,20
458,,1,2,1,,3,3,10,85,0,85
459,45,1,2,2,,3,1,18,70,30,50
460,41,2,2,1,1,2,3,7,70,0,70
461,66,1,2,1,,3,2,2,15,100,15
462,41,1,2,1,2,2,3,2,30,20,40
463,62,1,2,2,,4,1,1,70,30,100
464,31,6,2,1,2,1,5,3,0,85,0
465,80,1,2,1,,2,2,22,15,85,40
466,46,1,2,1,,3,2,16,0,85,0
467,70,1,2,1,1,2,2,15,30,85,30
468,21,3,1,2,,2,1,,100,0,50
469,77,1,2,1,,1,2,19,30,100,0
470,66,5,2,1,,1,3,7,15,85,0
471,33,1,2,1,1,3,1,4,0,60,15
472,46,1,2,1,,2,1,4,100,30,85
473,36,2,2,1,,4,5,1,100,0,100
474,68,4,2,2,,3,3,,0,50,0
475,71,2,2,1,1,2,2,1,40,70,
476,37,1,2,1,1,3,2,21,60,75,40
477,30,2,2,1,,2,3,21,15,100,0
478,79,1,2,1,,2,3,13,,0,60
479,78,6,2,1,,1,3,19,85,0,85
480,47,4,2,1,,3,3,22,40,30,40
481,72,1,2,1,,1,1,17,100,0,100
482,71,1,2,1,,3,1,14,85,0,85
483,36,1,2,1,1,3,3,21,0,85,0
484,35,1,2,2,2,2,3,22,70,0,60
485,56,3,1,1,2,2,1,,100,0,85
486,64,1,2,2,,1,3,5,70,15,60
487,41,1,2,2,,3,3,6,70,0,60
488,50,1,2,2,,2,3,18,100,0,100
489,77,1,2,1,1,,2,1,0,100,0
490,,6,2,1,,2,2,17,60,85,40
491,31,1,2,1,1,2,2,19,15,100,0
492,61,1,2,1,1,1,3,5,100,0,90
493,62,1,2,1,1,1,1,20,100,0,85
494,57,1,2,2,1,1,2,17,0,100,0
495,63,1,2,1,,2,3,4,85,0,85
496,75,1,2,1,1,4,1,1,85,15,70
497,52,1,2,2,1,3,2,9,50,95,30
498,64,6,2,1,1,1,3,18,100,0,100
499,41,3,1,2,1,2,3,20,51,75,0
500,51,1,2,1,1,3,2,16,50,85,15
501,45,1,2,2,1,2,2,10,0,100,0
502,68,3,1,1,1,1,1,1,100,0,100
503,73,1,2,1,1,2,2,11,0,90,0
504,65,1,2,1,,3,2,,0,60,30
505,52,1,2,1,,,2,16,30,90,15
506,64,3,1,2,,1,2,4,70,85,60
507,71,1,2,1,1,2,2,10,0,100,0
508,38,5,2,1,1,2,2,13,40,40,15
509,24,1,2,1,1,4,3,3,60,0,50
510,66,2,2,2,,2,2,17,50,100,0
511,50,2,2,1,1,,1,1,100,,85
512,49,1,2,2,,1,3,3,70,0,60
513,40,4,2,1,2,3,3,22,85,15,60
514,73,1,2,1,,2,2,12,0,100,0
515,65,1,2,1,,3,3,8,,,
516,34,1,2,1,,3,3,14,0,90,10
517,53,1,2,1,,1,1,22,95,5,85
518,39,1,2,1,,3,1,21,100,0,60
519,71,1,2,1,,2,3,8,100,0,70
520,33,3,1,2,,3,3,14,60,10,30
521,34,1,2,1,1,2,1,22,95,0,85
522,59,1,2,1,1,3,2,16,30,70,40
523,72,1,2,2,,2,1,,15,85,30
524,52,1,2,1,1,3,1,13,85,0,70
525,53,1,2,2,,2,2,12,30,100,0
526,35,1,2,1,,2,2,21,70,15,40
527,68,1,2,1,1,2,2,12,40,90,30
528,54,4,2,1,,1,2,21,80,85,60
529,74,1,2,1,,2,1,2,100,0,70
530,67,1,2,2,,1,2,1,0,100,0
531,46,1,2,1,1,3,2,18,70,60,40
532,57,1,2,2,,2,2,7,0,100,0
533,34,2,2,1,1,2,1,1,100,0,70
534,56,1,2,1,,1,3,12,70,50,50
535,77,1,2,1,,2,1,1,100,0,100
536,43,3,1,1,1,2,2,6,40,85,15
537,66,1,2,1,1,3,1,10,70,30,70
538,,1,2,2,,4,,,70,50,50
539,60,1,2,1,1,2,2,21,15,95,15
540,39,1,2,1,,1,2,17,30,100,15
541,39,1,2,1,1,3,3,21,50,30,30
542,,1,2,2,,2,3,,0,85,15
543,53,2,2,1,2,2,1,1,85,15,70
544,71,1,2,1,,1,1,19,90,0,86
545,76,1,2,1,,1,2,1,60,70,
546,80,1,2,1,1,2,2,10,30,85,40
547,76,1,2,1,1,2,3,4,60,70,50
548,,1,2,1,1,2,2,,30,100,0
549,49,5,2,2,1,2,3,15,15,85,15
550,37,3,1,2,2,3,3,20,70,50,50
551,80,1,2,1,1,2,3,7,50,100,40
552,72,1,2,1,1,2,1,17,100,0,100
553,51,1,2,2,2,3,2,1,0,100,0
554,70,1,2,1,1,2,3,15,100,0,85
555,45,2,2,1,,2,1,5,100,0,85
556,31,1,2,2,1,1,5,21,85,0,60
557,72,1,2,1,1,2,3,13,100,0,85
558,71,1,2,1,1,1,3,,0,95,15
559,67,6,2,2,1,1,2,20,,100,0
560,36,1,2,1,1,2,3,14,90,40,75
561,58,1,2,1,,2,3,17,30,100,15
562,64,1,2,1,,2,2,14,15,85,50
563,34,3,1,2,,2,3,1,60,0,60
564,36,6,2,1,1,1,1,20,98,0,90
565,44,3,1,1,,3,1,18,85,70,50
566,54,1,2,1,1,3,3,22,30,70,30
567,28,1,2,2,1,2,1,17,75,0,55
568,,,,1,,2,2,13,80,60,30
569,77,1,2,1,,2,2,,15,100,40
570,70,1,2,1,,1,3,9,0,90,0
571,28,1,2,2,2,3,2,1,80,70,50
572,30,3,1,1,1,2,3,17,85,0,60
573,37,1,2,1,1,1,1,10,100,0,70
574,45,1,2,2,,3,2,16,60,85,30
575,68,1,2,1,1,2,1,19,87,0,62
576,80,1,2,2,2,3,2,10,30,85,30
577,41,4,2,2,1,3,2,13,0,85,15
578,32,1,2,1,1,1,1,22,100,0,75
579,24,1,2,2,1,1,5,12,0,0,0
580,,1,2,1,,2,1,21,90,,70
581,42,2,2,1,1,4,1,10,100,0,100
582,26,1,2,2,,3,2,10,80,52,55
583,50,1,2,1,1,1,1,18,100,0,85
584,46,1,2,1,,2,3,19,85,0,70
585,52,2,2,1,,3,1,8,85,0,50
586,35,1,2,1,1,3,2,1,30,100,30
587,76,1,2,1,1,2,1,17,85,0,70
588,63,1,2,1,,1,1,18,100,0,100
589,39,3,1,1,2,2,3,18,100,0,60
590,28,4,2,2,,2,2,21,15,100,30
591,66,1,2,2,2,1,3,10,100,40,60
592,45,1,2,1,1,2,3,9,100,0,95
593,69,1,2,1,1,1,1,12,100,0,85
594,59,1,2,2,2,3,2,16,0,85,0
595,79,1,2,2,,2,3,20,90,,85
596,80,1,2,1,,2,2,5,0,70,0
597,38,1,2,1,,3,3,21,60,0,40
598,74,1,2,1,,2,3,12,85,15,85
599,54,2,2,1,1,1,3,17,100,10,100
600,45,1,2,1,,2,3,2,85,0,60
